fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
9.9;1.23;0.44;1.4;0.017;5;19;0.9981;3.28;0.68;9.1;3
7.8;0.15;0.6;1.3;0.046;6;22;0.9982;3.55;0.72;11.4;7
8.8;0.84;0.11;2.3;0.06;29;109;0.9991;3.39;0.57;10.3;4
8.9;0.48;0.48;2.0;0.036;29;89;0.9977;3.32;0.74;8.5;6
7.2;0.58;0.0;2.5;0.088;46;114;0.9982;3.36;0.79;11.0;6
10.0;0.52;0.04;1.3;0.074;29;85;0.996;3.57;0.91;10.5;6
8.0;0.45;0.08;2.0;0.036;3;8;0.9989;3.29;0.71;12.2;6
7.0;0.43;0.01;1.5;0.096;22;70;0.9975;3.3;0.56;10.7;6
9.3;0.59;0.0;7.7;0.075;7;16;0.9939;2.99;0.64;9.2;5
6.8;0.26;0.35;2.4;0.073;57;160;0.9972;3.29;0.46;8.5;6
8.4;0.66;0.23;2.9;0.06;9;25;0.9926;3.35;0.78;11.8;5
8.3;0.45;0.34;1.8;0.013;11;16;0.9981;3.19;0.33;10.4;5
10.2;0.33;0.41;1.3;0.084;10;37;0.9963;3.16;0.83;9.5;7
9.1;0.45;0.32;6.8;0.04;6;18;1.0003;3.03;0.85;9.6;6
8.3;0.75;0.4;1.7;0.183;2;6;0.9976;3.22;0.33;11.8;5
9.7;0.43;0.26;2.0;0.114;28;73;0.9985;3.53;0.87;10.9;6
10.7;0.59;0.04;2.8;0.065;20;71;0.9947;3.08;0.83;11.6;6
9.3;0.4;0.48;1.2;0.029;3;7;0.998;3.43;0.61;10.7;6
8.3;0.66;0.16;3.7;0.026;19;47;0.9955;3.45;0.46;9.5;5
6.0;0.65;0.09;2.4;0.037;13;45;0.9988;3.69;0.52;12.3;5
6.5;0.86;0.24;1.7;0.051;7;24;0.9946;3.47;0.53;10.0;4
7.8;0.5;0.09;1.3;0.033;5;9;0.9969;3.46;0.88;11.3;6
7.3;0.65;0.19;1.5;0.055;25;105;0.9945;3.37;0.58;11.6;5
8.0;0.55;0.34;4.6;0.023;15;37;0.9969;3.31;0.81;10.4;5
8.4;0.76;0.34;2.9;0.24;11;30;1.0005;3.44;0.64;9.2;5
9.2;0.4;0.1;1.6;0.019;12;54;0.9981;3.5;0.67;9.7;6
8.2;0.66;0.18;1.3;0.173;2;6;0.9966;3.34;0.39;11.1;5
9.2;0.49;0.48;3.0;0.159;9;14;0.992;3.51;0.46;11.0;6
8.4;0.52;0.37;2.5;0.057;4;12;0.9957;3.76;0.88;11.8;6
4.9;0.54;0.68;2.0;0.089;4;6;0.9976;3.32;0.63;11.6;6
6.7;0.57;0.5;1.9;0.046;14;21;0.9957;3.33;0.71;9.4;5
8.1;0.51;0.49;1.6;0.072;30;118;0.9994;3.3;0.97;12.0;6
6.2;0.57;0.0;2.9;0.037;7;19;0.9968;3.33;0.64;9.3;5
9.4;0.81;0.42;6.5;0.033;4;18;0.9987;3.5;0.63;11.1;5
11.0;0.7;0.26;1.5;0.064;14;29;0.9971;3.32;0.86;13.0;6
10.4;0.68;0.16;2.6;0.053;26;70;0.9962;3.34;0.66;10.8;5
7.9;0.45;0.3;2.0;0.064;18;60;0.9958;3.27;0.71;8.5;6
10.9;0.37;0.46;2.1;0.032;25;86;0.9948;3.39;0.83;10.1;6
8.6;0.7;0.37;1.6;0.039;10;29;0.9988;3.23;0.66;12.7;5
7.7;0.68;0.1;3.8;0.017;18;44;0.9959;3.12;0.79;10.2;5
7.3;0.79;0.42;2.2;0.015;3;9;0.9977;3.38;0.64;11.8;5
7.8;0.42;0.15;2.4;0.03;6;25;0.9957;3.62;0.82;9.4;6
7.6;0.49;0.31;1.7;0.017;7;25;0.9946;3.27;0.73;10.0;6
8.6;0.23;0.21;1.5;0.019;10;24;0.9978;3.15;0.62;10.2;7
8.6;0.46;0.23;1.3;0.113;33;72;0.9953;3.61;0.67;12.5;6
8.3;0.71;0.42;3.1;0.014;26;63;0.9959;3.32;0.33;10.1;5
9.1;0.44;0.07;1.5;0.077;3;6;0.9943;3.46;0.86;8.4;6
10.4;0.64;0.65;3.0;0.031;3;10;0.9958;3.2;0.44;13.0;5
10.0;0.49;0.0;1.9;0.135;6;23;0.9967;3.31;0.48;10.7;6
5.7;0.59;0.15;2.0;0.052;5;15;0.9962;3.53;0.58;11.1;5
4.6;0.32;0.34;2.1;0.034;12;54;0.9983;3.33;0.35;8.7;6
9.9;0.54;0.38;1.9;0.056;29;128;0.997;3.33;0.74;10.7;5
5.9;0.12;0.25;1.4;0.041;40;131;1.0026;3.08;0.72;10.4;8
7.9;0.49;0.26;1.8;0.062;14;49;0.9975;3.43;0.58;9.4;5
6.3;0.24;0.35;2.8;0.019;23;52;0.9934;3.19;0.54;11.1;7
5.2;0.74;0.23;2.8;0.36;10;27;0.9963;3.48;0.54;8.6;5
9.3;0.67;0.54;1.7;0.045;4;15;0.9965;3.34;0.76;9.4;5
9.6;0.61;0.43;2.1;0.038;10;25;0.9955;3.36;0.39;11.7;5
7.3;0.8;0.44;1.5;0.086;11;45;0.9968;3.43;0.59;9.6;4
4.6;0.36;0.08;1.6;0.039;17;67;0.9955;3.37;0.4;9.9;6
7.4;0.84;0.26;1.2;0.119;4;14;0.9973;3.58;0.79;10.5;5
9.0;0.69;0.21;4.6;0.048;7;13;0.9931;3.55;0.6;10.0;5
5.7;0.49;0.07;1.6;0.088;6;18;0.9989;3.12;0.75;11.2;6
8.6;0.73;0.34;1.6;0.019;39;139;0.9937;3.28;0.87;10.6;5
8.3;0.33;0.17;1.7;0.124;8;18;0.9962;3.44;0.87;8.8;7
9.3;0.38;0.4;1.4;0.092;18;51;0.9953;3.17;0.48;9.6;6
8.5;0.42;0.06;2.7;0.026;18;64;0.9973;3.07;0.71;9.5;6
6.6;0.43;0.61;1.3;0.021;5;12;0.9964;3.19;0.85;9.9;6
10.4;0.34;0.1;1.4;0.035;11;26;0.9972;3.29;0.78;10.5;7
8.0;0.75;0.31;2.8;0.236;28;44;0.9988;2.74;0.79;10.7;5
8.3;0.48;0.43;1.8;0.03;9;24;0.9982;3.14;0.35;8.4;5
6.7;0.59;0.16;3.0;0.049;36;130;0.9968;3.04;0.77;11.5;6
7.5;0.43;0.44;2.4;0.014;4;9;0.9976;3.49;0.52;10.3;6
6.8;0.2;0.03;1.6;0.042;2;6;1.0004;3.45;0.77;9.2;7
8.0;0.58;0.55;2.8;0.063;28;78;0.9982;3.35;0.77;11.4;5
11.3;0.19;0.27;1.4;0.196;24;58;0.9961;3.33;0.76;8.4;7
5.9;0.52;0.15;2.4;0.056;60;220;0.9991;3.39;0.64;8.7;5
5.5;0.28;0.21;2.1;0.115;15;63;0.9974;3.16;0.88;12.7;7
10.9;0.88;0.43;1.7;0.06;34;130;0.9949;3.5;0.74;10.6;5
8.0;0.69;0.16;2.6;0.014;22;54;0.9964;3.33;0.71;9.6;5
7.2;0.55;0.12;4.3;0.035;23;107;0.9939;3.45;0.5;10.5;6
10.1;0.75;0.23;11.4;0.063;11;42;0.9924;3.45;0.73;10.2;5
7.3;0.38;0.04;2.6;0.192;7;18;0.9949;3.39;0.99;10.5;7
11.5;0.63;0.63;2.0;0.13;34;80;0.9969;3.36;0.42;10.9;5
9.5;0.56;0.16;1.6;0.028;8;30;0.9969;3.35;0.78;10.2;5
7.5;0.58;0.43;1.6;0.027;10;32;0.994;3.3;0.8;10.8;6
12.1;0.76;0.31;2.2;0.025;8;19;0.9922;3.39;0.95;10.3;5
7.3;0.66;0.08;1.9;0.165;11;32;0.9995;3.34;0.78;9.5;5
9.6;0.58;0.27;4.9;0.127;9;23;0.9969;3.24;0.66;9.2;5
8.8;0.23;0.42;1.9;0.101;2;6;0.9997;3.4;0.73;11.8;7
10.6;0.36;0.23;1.9;0.042;27;102;0.9995;3.35;0.61;11.1;6
11.0;0.51;0.5;1.9;0.054;8;29;0.9981;3.5;0.87;11.5;6
8.4;0.54;0.47;3.9;0.049;12;43;0.9968;3.03;0.39;10.4;5
7.0;0.33;0.45;2.8;0.03;3;10;0.9959;3.32;0.58;10.7;7
9.1;0.96;0.18;2.6;0.054;1;6;0.9981;3.2;0.73;10.2;4
7.1;0.8;0.06;1.8;0.014;4;11;0.9964;3.23;0.86;11.7;5
11.8;0.64;0.15;3.8;0.02;16;65;0.9956;3.4;0.66;10.1;5
8.6;0.54;0.31;1.3;0.143;2;7;0.9927;3.09;0.53;9.4;5
7.7;0.49;0.38;4.3;0.096;30;54;0.9965;3.33;0.62;11.0;6
8.6;0.36;0.0;2.3;0.045;4;12;0.9988;3.32;0.6;10.3;6
6.0;0.54;0.27;2.0;0.056;4;13;0.9991;3.15;0.6;10.7;5
6.6;0.57;0.3;2.2;0.04;3;12;0.9968;3.34;0.58;11.2;5
10.4;0.31;0.22;2.9;0.093;1;6;0.995;3.19;0.58;9.8;6
7.2;0.59;0.52;1.2;0.104;19;84;0.9984;3.65;0.37;10.2;5
6.5;0.5;0.35;4.3;0.098;26;47;0.9967;3.5;0.71;10.1;6
9.3;0.19;0.53;2.1;0.089;12;38;0.996;3.32;0.77;11.8;7
10.4;0.37;0.23;1.8;0.026;4;15;0.9939;3.24;0.91;10.4;6
9.6;0.45;0.45;1.4;0.037;5;17;1.0007;3.39;0.8;10.6;6
10.1;0.87;0.59;2.1;0.05;9;32;0.9981;3.43;0.8;9.2;4
7.0;0.63;0.53;2.2;0.036;38;82;0.9983;3.35;0.71;11.2;5
5.8;0.29;0.06;2.0;0.096;4;14;0.9951;3.15;0.36;10.9;6
10.9;0.62;0.22;2.9;0.036;17;50;0.9969;3.28;0.71;9.5;5
7.8;0.25;0.2;2.0;0.021;8;17;0.9965;3.32;0.68;12.5;7
7.9;0.72;0.37;6.1;0.043;5;19;0.9982;3.36;0.83;10.8;5
10.6;0.44;0.4;2.6;0.246;8;19;0.9993;3.36;0.75;9.8;6
9.3;0.51;0.11;3.7;0.027;2;6;0.994;3.42;0.64;10.4;6
9.1;0.77;0.28;1.4;0.069;20;68;0.9947;3.52;0.99;10.0;5
12.1;0.3;0.0;2.0;0.046;4;13;0.9979;3.47;0.8;12.1;7
7.2;0.28;0.55;1.8;0.016;17;52;0.9957;3.4;0.72;11.4;7
9.9;0.42;0.17;2.5;0.052;2;6;0.9982;3.12;0.74;10.9;6
8.4;0.71;0.28;4.2;0.085;38;158;0.996;3.49;0.67;12.3;5
8.8;0.26;0.21;1.3;0.055;4;8;0.9943;3.44;0.66;9.3;7
11.0;0.12;0.49;1.3;0.135;27;70;0.9934;3.27;0.33;11.3;7
9.2;0.45;0.0;4.0;0.032;21;71;0.9976;3.32;0.5;11.0;6
9.3;0.63;0.27;1.6;0.017;42;93;0.9977;3.32;0.57;10.2;5
10.2;0.74;0.25;2.9;0.177;9;19;0.9985;3.24;0.73;10.2;5
7.7;0.45;0.18;2.4;0.041;17;52;0.9973;3.04;0.38;11.4;6
6.9;0.45;0.61;3.9;0.064;7;24;0.99;3.14;0.57;11.3;6
6.5;0.73;0.1;1.4;0.106;3;13;0.9977;3.17;0.55;8.9;5
4.9;0.19;0.42;1.4;0.036;8;25;0.9939;3.01;0.68;12.4;8
11.9;0.46;0.34;2.4;0.088;3;8;0.9932;3.14;0.74;11.6;6
6.4;0.56;0.52;5.6;0.021;49;159;0.9929;3.49;0.55;10.1;5
7.9;0.61;0.14;2.0;0.033;2;8;0.9927;3.39;0.56;9.6;5
7.8;0.44;0.13;1.8;0.021;12;37;0.9972;3.16;0.54;11.6;6
8.9;0.53;0.48;2.6;0.112;13;51;0.9953;3.21;0.59;11.0;6
9.7;0.12;0.35;5.2;0.027;10;22;0.9938;3.5;0.65;11.2;8
9.8;0.41;0.0;3.9;0.088;14;34;0.9967;3.5;0.88;11.0;6
7.3;0.61;0.17;9.3;0.184;2;10;0.9946;3.32;0.49;11.7;5
8.0;0.35;0.35;1.2;0.057;11;20;0.9986;3.49;0.96;11.3;7
8.8;0.54;0.43;1.4;0.059;5;13;0.9995;3.19;0.45;9.8;5
7.9;0.61;0.14;2.6;0.049;35;84;0.9963;3.35;0.82;9.8;5
11.1;0.47;0.0;3.8;0.036;18;32;0.9993;3.08;0.58;10.8;6
9.2;0.56;0.37;1.7;0.051;44;126;0.9993;3.25;0.5;12.9;6
9.6;0.36;0.03;1.6;0.067;1;6;0.9969;3.32;0.88;10.3;7
9.5;0.49;0.0;3.5;0.268;5;16;1.0;3.05;0.67;10.8;6
10.4;0.64;0.0;1.3;0.179;4;13;0.9955;3.4;0.67;11.4;5
8.6;0.56;0.43;1.9;0.131;1;6;0.993;3.43;0.61;10.0;5
6.1;0.42;0.3;2.3;0.144;4;12;0.9937;3.47;0.56;11.3;6
9.0;0.57;0.23;2.4;0.05;15;75;0.9954;3.67;0.63;10.4;6
7.2;0.66;0.54;3.2;0.076;4;11;0.9977;3.38;0.33;11.8;5
7.4;0.16;0.4;1.9;0.147;10;27;0.9945;3.3;0.34;9.4;7
9.3;0.74;0.59;2.6;0.042;27;66;0.9954;3.06;0.72;12.9;5
10.5;0.47;0.0;2.5;0.208;15;52;0.9943;3.37;0.86;10.1;6
8.4;0.6;0.26;2.4;0.044;7;19;0.9955;3.4;0.89;11.0;5
8.9;0.74;0.0;2.7;0.067;7;19;0.9993;3.1;0.5;10.4;5
11.3;0.28;0.23;1.7;0.086;8;24;0.9974;3.27;0.69;9.3;7
8.7;0.4;0.22;1.3;0.192;3;9;0.9956;3.31;0.33;11.3;6
12.8;0.48;0.39;1.4;0.029;13;41;0.999;3.39;0.6;10.1;6
9.3;0.39;0.28;1.6;0.094;6;17;0.9967;3.44;0.8;11.0;6
5.3;0.84;0.39;2.2;0.056;24;64;0.997;3.23;0.66;9.6;4
9.6;0.37;0.41;4.0;0.031;18;69;0.9989;3.34;0.6;10.1;6
9.0;0.43;0.69;3.0;0.102;12;34;0.996;3.4;0.66;10.1;6
10.6;0.56;0.21;3.5;0.06;6;21;0.9984;3.28;0.88;11.0;6
9.5;0.31;0.09;1.8;0.077;4;9;0.9983;3.25;0.62;10.7;7
8.1;0.46;0.32;2.0;0.035;19;50;0.9964;3.42;0.67;10.2;6
6.2;0.58;0.11;2.0;0.051;9;18;0.994;3.28;0.92;10.0;6
8.0;0.47;0.56;1.5;0.07;4;18;0.9967;3.13;0.62;10.8;6
6.8;0.51;0.22;1.3;0.043;4;15;0.9989;3.52;0.38;10.6;5
7.3;0.43;0.16;2.5;0.025;3;11;0.9983;3.14;0.89;10.6;6
9.3;0.26;0.18;8.0;0.208;19;90;0.9999;3.3;0.83;12.5;8
11.2;0.59;0.41;1.5;0.055;4;15;0.9958;3.36;0.33;11.0;5
9.0;0.84;0.24;1.3;0.091;10;29;0.9982;3.38;0.64;12.5;5
6.2;0.53;0.15;3.5;0.044;8;27;0.9948;3.34;0.65;10.3;5
9.1;0.57;0.6;1.6;0.038;11;47;0.9971;2.86;0.89;10.4;6
10.4;0.65;0.1;3.9;0.043;26;60;0.9988;3.2;0.66;9.9;5
7.3;0.3;0.28;3.0;0.044;25;52;0.9984;3.36;0.69;10.7;7
8.1;0.83;0.4;5.6;0.059;8;27;0.9969;3.29;0.69;10.1;5
8.3;0.56;0.0;2.0;0.059;1;6;0.9962;3.39;0.58;9.9;5
7.0;0.82;0.36;2.8;0.053;8;12;0.9948;3.47;0.88;8.4;4
9.4;0.4;0.07;2.1;0.021;12;24;0.9963;3.39;0.52;12.0;6
8.1;0.85;0.43;2.7;0.053;11;30;0.9942;3.2;0.58;10.0;4
9.0;0.67;0.08;2.1;0.023;14;41;0.996;3.23;0.66;12.0;5
6.8;0.63;0.41;1.5;0.02;3;9;0.9933;3.56;0.43;10.3;5
7.6;0.57;0.49;2.3;0.174;13;62;0.9942;3.28;0.96;11.1;6
9.6;0.48;0.44;2.3;0.068;3;10;0.9983;3.3;0.66;10.5;6
7.7;0.74;0.32;3.7;0.077;18;57;0.9981;3.39;0.8;10.9;5
11.3;0.55;0.23;3.2;0.043;6;10;0.9962;3.5;0.5;9.3;5
7.6;0.18;0.16;2.8;0.156;16;47;0.9968;3.17;0.78;11.7;8
8.7;0.33;0.56;1.4;0.073;2;6;0.9971;3.23;0.79;10.0;6
9.9;0.49;0.13;3.1;0.1;7;14;0.9976;3.06;0.82;11.4;6
5.9;0.58;0.07;2.2;0.04;16;35;0.9974;3.27;0.98;8.9;5
5.3;0.52;0.4;4.6;0.205;4;14;0.9942;3.4;0.56;9.6;5
5.7;0.75;0.12;5.0;0.115;20;51;0.9921;3.25;0.63;10.8;5
10.5;0.18;0.09;1.3;0.127;13;38;0.9948;3.58;0.51;10.2;7
7.4;0.55;0.0;3.8;0.023;12;40;0.9964;3.33;0.64;10.9;5
12.8;0.2;0.18;1.3;0.031;6;29;0.9985;3.3;0.77;10.6;7
7.3;0.66;0.25;1.9;0.032;9;25;0.9971;3.26;0.76;12.4;5
8.6;0.51;0.32;2.4;0.031;12;53;0.9977;3.1;0.94;11.0;6
11.0;0.6;0.46;1.4;0.128;9;13;0.995;3.3;0.74;10.0;5
11.8;0.37;0.37;3.3;0.014;15;48;0.9966;3.37;0.66;10.0;6
11.9;0.76;0.23;1.2;0.017;8;21;0.9968;3.29;0.47;11.7;5
10.4;0.71;0.23;1.5;0.031;4;10;0.9953;3.35;0.81;8.8;5
10.1;0.63;0.37;2.5;0.025;4;14;0.9947;3.21;0.63;11.0;5
9.4;0.5;0.52;3.1;0.028;1;6;0.9963;3.12;0.81;9.2;6
9.7;0.63;0.3;4.9;0.108;5;8;0.998;3.29;0.59;11.6;5
7.4;0.4;0.18;3.0;0.062;18;30;0.995;3.34;0.86;10.0;6
6.9;0.68;0.08;2.9;0.012;20;71;0.9963;3.29;0.72;11.0;5
8.3;0.82;0.0;2.0;0.046;4;6;0.9993;3.34;0.83;10.5;5
8.0;0.72;0.4;1.2;0.043;39;142;0.9957;3.43;0.72;8.9;5
7.5;0.4;0.38;1.4;0.019;9;29;0.9967;3.43;0.5;11.1;6
9.5;0.59;0.38;2.3;0.08;31;88;0.9965;3.44;0.6;9.6;5
10.0;0.3;0.25;2.9;0.085;16;46;0.9963;3.47;0.44;11.3;7
8.5;0.63;0.55;2.0;0.089;16;56;0.9999;3.39;0.69;9.3;5
10.9;0.61;0.18;3.2;0.09;2;6;0.9973;3.37;0.41;10.7;5
6.3;0.19;0.46;2.3;0.012;4;12;0.9937;3.61;0.71;10.5;7
8.0;0.32;0.26;1.3;0.197;1;6;0.9996;3.43;0.33;9.8;6
7.1;0.48;0.15;1.5;0.113;16;50;0.9972;3.18;0.8;11.9;6
5.1;0.47;0.39;3.9;0.153;6;21;0.996;3.02;0.47;10.5;6
8.2;0.31;0.35;3.1;0.013;20;61;0.9993;3.27;0.5;10.0;6
8.1;0.6;0.34;4.6;0.175;6;21;0.9952;3.41;0.89;10.7;6
11.0;0.57;0.29;1.4;0.112;22;53;1.0;3.46;0.71;8.9;6
9.4;0.49;0.26;8.1;0.121;3;8;0.9969;3.12;0.8;13.0;6
6.5;0.39;0.74;1.6;0.018;3;9;0.9986;3.42;0.49;9.3;6
11.5;0.72;0.5;1.2;0.093;6;17;1.0025;3.49;0.82;11.0;5
10.4;0.82;0.41;10.1;0.205;7;17;0.997;3.4;0.63;10.5;5
9.3;0.44;0.29;1.7;0.08;6;16;0.9965;3.38;0.68;11.7;6
7.9;0.42;0.47;2.9;0.063;18;39;0.9947;3.29;0.91;10.6;6
6.7;0.62;0.37;1.5;0.187;2;6;0.9965;3.24;0.46;9.7;5
7.7;0.46;0.28;2.5;0.047;6;15;0.9947;3.43;0.81;8.4;6
10.2;0.5;0.21;4.7;0.067;23;80;0.9963;3.4;0.72;8.5;6
11.6;0.66;0.26;1.8;0.051;2;6;1.0022;3.26;0.62;10.2;5
11.0;0.19;0.0;2.9;0.174;35;70;0.9969;3.7;0.47;11.9;7
7.5;0.76;0.31;1.5;0.017;52;140;0.9956;3.08;0.62;8.6;5
6.4;0.54;0.18;2.7;0.054;2;8;0.9963;3.28;0.52;12.4;6
8.6;0.45;0.58;1.8;0.082;5;14;0.9959;3.19;0.86;11.6;6
5.2;0.51;0.27;1.6;0.106;7;12;0.9987;3.37;0.67;9.0;5
8.9;0.52;0.04;1.8;0.064;19;91;0.9965;3.01;0.54;9.3;6
8.1;0.22;0.26;1.5;0.156;12;34;0.9998;3.51;0.41;9.4;7
7.5;0.8;0.07;4.7;0.183;13;28;0.9961;3.47;0.58;10.7;5
5.5;0.54;0.36;2.0;0.016;18;56;0.9962;3.35;0.87;10.4;6
9.2;0.61;0.33;1.6;0.043;3;7;0.995;3.26;0.68;10.3;5
7.4;0.7;0.46;2.1;0.013;22;40;0.996;3.42;0.63;9.9;5
6.3;0.35;0.12;1.8;0.036;16;48;0.9934;3.36;0.95;10.6;7
4.6;0.61;0.28;3.2;0.058;11;43;0.9927;3.46;0.59;11.3;5
8.3;0.48;0.0;6.5;0.157;27;77;0.9979;3.29;0.52;10.3;6
11.4;0.68;0.41;2.1;0.124;15;23;0.9934;3.28;0.73;9.7;5
11.2;0.15;0.37;4.2;0.02;4;12;0.9975;3.48;0.73;11.5;8
7.5;0.51;0.37;2.5;0.018;8;27;0.9957;3.41;0.56;10.2;5
7.3;0.42;0.27;1.5;0.065;9;23;0.9985;3.28;0.52;11.0;6
9.1;0.61;0.35;3.0;0.058;2;6;0.9934;3.37;0.9;10.3;5
6.6;0.61;0.58;2.3;0.031;38;183;0.9978;3.34;0.58;11.6;5
8.8;0.4;0.22;2.8;0.15;3;7;0.9973;3.38;0.41;11.7;6
9.7;0.4;0.3;4.5;0.169;15;32;0.9974;3.51;0.69;11.7;6
10.5;0.51;0.06;2.1;0.043;9;29;0.9988;3.26;0.81;9.8;6
8.1;0.37;0.1;4.7;0.145;1;6;0.9968;3.21;0.63;9.8;6
8.0;0.68;0.29;3.3;0.041;32;110;0.992;3.35;0.75;11.4;5
6.8;0.46;0.49;2.2;0.092;24;36;0.9976;3.23;0.48;10.4;5
6.9;0.12;0.22;2.6;0.051;10;25;0.9973;3.17;0.76;10.4;8
7.9;0.46;0.22;1.8;0.02;4;16;0.9962;3.46;0.5;9.7;6
9.0;0.34;0.19;7.4;0.17;3;8;0.9951;3.27;0.71;11.9;7
9.9;0.24;0.17;2.9;0.048;6;13;0.996;3.02;0.79;11.5;7
6.9;0.31;0.33;1.3;0.092;5;18;0.9995;3.44;0.67;10.3;7
10.9;0.55;0.0;1.8;0.039;9;36;0.995;3.24;0.45;9.7;5
7.8;0.77;0.52;2.7;0.013;42;115;0.9934;3.4;0.46;9.7;4
8.3;0.58;0.14;1.3;0.018;11;42;0.9939;3.48;0.93;10.6;6
7.0;0.42;0.41;1.2;0.053;27;126;0.9966;3.34;0.53;10.8;6
4.6;0.61;0.02;2.1;0.082;14;29;0.9999;3.0;0.79;9.5;5
9.9;0.45;0.4;1.8;0.036;9;30;1.0009;3.01;0.68;9.1;6
9.6;0.4;0.4;2.1;0.083;24;111;0.9979;3.21;0.49;10.5;6
7.8;0.32;0.35;1.7;0.084;9;30;0.9948;3.3;0.57;11.3;6
8.4;0.21;0.08;1.5;0.085;25;61;0.995;3.5;0.95;10.5;8
9.2;0.46;0.32;3.0;0.053;5;16;0.9984;3.36;1.25;10.2;6
5.6;0.56;0.04;2.3;0.16;3;11;0.9992;3.71;0.6;9.2;5
7.4;0.51;0.22;1.5;0.052;24;53;0.9955;3.08;0.59;9.7;6
9.7;0.45;0.47;1.8;0.048;12;35;0.9994;3.33;0.38;11.4;6
6.1;0.36;0.43;2.5;0.025;27;77;0.9963;3.24;0.38;9.1;6
8.8;0.64;0.27;1.3;0.034;34;86;0.9981;3.35;0.51;12.3;5
6.0;0.29;0.08;1.4;0.015;2;6;0.9989;3.58;0.58;10.5;7
9.1;0.67;0.4;1.3;0.072;9;27;0.9939;3.59;0.65;8.7;5
8.3;0.35;0.27;3.7;0.029;7;23;0.9976;3.32;0.78;11.0;6
5.5;0.39;0.0;3.3;0.034;13;50;0.9994;3.44;0.7;10.9;6
10.3;0.27;0.42;3.3;0.1;20;40;0.9956;3.34;0.78;10.0;7
7.0;0.44;0.27;3.1;0.036;5;15;0.9947;3.15;0.55;11.4;6
6.9;0.7;0.51;2.9;0.029;11;32;0.9976;3.31;0.65;9.8;5
8.7;0.62;0.06;2.2;0.023;16;50;0.997;3.23;0.6;11.1;5
10.3;0.7;0.0;2.7;0.101;3;8;0.9961;3.3;0.44;10.4;5
6.6;0.62;0.33;1.3;0.02;21;47;0.9967;3.18;0.33;10.1;5
8.4;0.33;0.33;2.7;0.048;12;51;0.9935;3.33;0.54;11.9;6
9.1;0.47;0.0;3.5;0.054;37;166;0.9975;3.36;0.33;11.5;5
9.5;0.39;0.08;2.2;0.082;6;21;0.9997;3.42;0.47;9.2;6
8.6;0.77;0.81;1.9;0.072;2;8;0.9953;3.36;0.75;10.8;5
7.7;0.31;0.21;1.7;0.112;9;29;0.9951;3.56;0.69;12.4;7
6.9;0.69;0.41;2.7;0.015;2;8;0.997;3.65;0.66;11.9;5
8.5;0.69;0.14;3.0;0.033;43;64;1.0021;3.25;0.86;9.4;5
6.5;0.86;0.0;4.3;0.032;1;6;0.9988;3.46;0.53;12.1;5
4.6;0.45;0.24;1.8;0.021;18;45;0.9965;3.64;0.77;11.4;6
9.1;0.66;0.22;3.4;0.032;10;31;0.9968;3.46;0.52;9.3;5
9.9;0.94;0.19;2.4;0.034;7;25;0.999;3.42;0.71;10.6;4
4.6;0.42;0.25;4.4;0.056;2;6;0.995;3.03;0.68;10.9;6
6.6;0.25;0.32;2.3;0.077;13;34;0.9979;3.23;0.69;9.3;6
9.4;0.19;0.24;2.3;0.041;12;22;0.9946;3.25;0.59;11.2;7
11.9;0.66;0.02;2.5;0.088;5;14;0.9985;3.52;0.71;13.0;6
8.4;0.19;0.37;3.3;0.037;30;106;0.9961;3.2;0.73;11.9;7
